3515.605713,1.94E-16
3517.463029,1.83E-16
3519.320346,1.07E-16
3521.177662,1.51E-16
3523.034979,2.29E-16
3524.892295,2.76E-17
3526.749612,2.62E-16
3528.606928,2.56E-16
3530.464245,-1.11E-16
3532.321561,-1.05E-16
3534.178878,6.00E-17
3536.036194,2.64E-16
3537.89351,1.93E-16
3539.750827,1.12E-16
3541.608143,1.37E-16
3543.46546,-1.30E-17
3545.322776,-1.12E-16
3547.180093,-1.11E-16
3549.037409,-2.13E-17
3550.894726,2.93E-16
3552.752042,5.39E-17
3554.609359,2.08E-16
3556.466675,-1.16E-16
3558.323992,-1.53E-16
3560.181308,-1.54E-16
3562.038625,1.83E-16
3563.895941,1.28E-16
3565.753257,8.78E-17
3567.610574,9.58E-17
3569.46789,9.55E-17
3571.325207,-1.16E-16
3573.182523,3.32E-17
3575.03984,1.07E-16
3576.897156,-4.30E-17
3578.754473,8.38E-17
3580.611789,-1.03E-17
3582.469106,-4.11E-16
3584.326422,-1.99E-16
3586.183739,-1.45E-16
3588.041055,-1.60E-16
3589.898372,-1.54E-16
3591.755688,-6.06E-17
3593.613004,-3.84E-17
3595.470321,9.80E-17
3597.327637,-2.40E-17
3599.184954,-1.38E-16
3601.04227,-3.88E-17
3602.899587,1.10E-16
3604.756903,-5.35E-17
3606.61422,-2.12E-16
3608.471536,-1.28E-16
3610.328853,-1.24E-16
3612.186169,-2.24E-16
3614.043486,-1.09E-16
3615.900802,-1.60E-16
3617.758119,-3.41E-16
3619.615435,-2.17E-16
3621.472751,-2.44E-16
3623.330068,-2.85E-16
3625.187384,-1.12E-16
3627.044701,-1.66E-16
3628.902017,-4.37E-17
3630.759334,1.12E-16
3632.61665,2.91E-18
3634.473967,-4.13E-17
3636.331283,-2.08E-16
3638.1886,-5.37E-17
3640.045916,4.01E-18
3641.903233,1.93E-17
3643.760549,1.30E-16
3645.617866,-5.39E-17
3647.475182,-1.05E-16
3649.332498,-3.98E-17
3651.189815,2.18E-16
3653.047131,2.61E-17
3654.904448,-1.19E-16
3656.761764,-1.53E-16
3658.619081,-4.21E-17
3660.476397,1.12E-16
3662.333714,1.34E-16
3664.19103,-1.92E-17
3666.048347,-1.85E-17
3667.905663,1.17E-16
3669.76298,-6.51E-17
3671.620296,-2.47E-16
3673.477613,-2.18E-16
3675.334929,-1.45E-16
3677.192245,-1.14E-16
3679.049562,-5.85E-17
3680.906878,1.18E-17
3682.764195,4.89E-17
3684.621511,2.42E-18
3686.478828,2.20E-16
3688.336144,2.10E-16
3690.193461,-2.11E-17
3692.050777,-1.41E-16
3693.908094,-2.29E-17
3695.76541,-2.09E-17
3697.622727,4.58E-17
3699.480043,1.15E-16
3701.33736,8.71E-17
3703.194676,7.95E-17
3705.051992,2.16E-17
3706.909309,4.90E-17
3708.766625,-1.45E-18
3710.623942,3.95E-17
3712.481258,1.90E-16
3714.338575,3.06E-16
3716.195891,2.39E-16
3718.053208,4.36E-16
3719.910524,9.26E-16
3721.767841,1.72E-15
3723.625157,2.22E-15
3725.482474,2.44E-15
3727.33979,1.89E-15
3729.197107,1.27E-15
3731.054423,6.16E-16
3732.911739,1.48E-16
3734.769056,1.21E-16
3736.626372,1.21E-16
3738.483689,9.94E-17
3740.341005,5.09E-17
3742.198322,1.52E-16
3744.055638,2.51E-16
3745.912955,1.33E-16
3747.770271,1.10E-16
3749.627588,1.96E-17
3751.484904,1.69E-16
3753.342221,1.47E-16
3755.199537,-3.74E-17
3757.056854,-8.56E-17
3758.91417,-9.08E-17
3760.771486,7.23E-17
3762.628803,5.75E-17
3764.486119,-8.08E-17
3766.343436,5.03E-17
3768.200752,1.75E-16
3770.058069,2.75E-17
3771.915385,3.89E-17
3773.772702,2.94E-17
3775.630018,-2.92E-17
3777.487335,-4.54E-17
3779.344651,3.59E-17
3781.201968,1.70E-16
3783.059284,6.85E-17
3784.916601,-1.03E-17
3786.773917,1.07E-16
3788.631233,3.79E-17
3790.48855,9.04E-17
3792.345866,1.79E-17
3794.203183,1.12E-16
3796.060499,2.33E-16
3797.917816,2.31E-16
3799.775132,5.75E-18
3801.632449,-7.64E-17
3803.489765,3.55E-16
3805.347082,3.37E-16
3807.204398,7.27E-17
3809.061715,1.17E-16
3810.919031,4.38E-17
3812.776348,4.53E-17
3814.633664,1.68E-17
3816.49098,8.55E-17
3818.348297,6.98E-17
3820.205613,8.95E-17
3822.06293,1.49E-16
3823.920246,1.25E-16
3825.777563,4.14E-17
3827.634879,1.25E-16
3829.492196,1.15E-16
3831.349512,2.68E-16
3833.206829,9.28E-17
3835.064145,-4.00E-16
3836.921462,-5.56E-18
